shared,size,mem_access,system_time,user_time,nb_page_faults
True,3738300102,True,0.82,0.2,973599
True,3738300102,False,0.13,0.0,60927
False,3738300102,False,0.0,0.0,61
True,7632910813,False,0.27,0.0,124067
False,7632910813,True,1.59,0.27,368888
False,7632910813,False,0.0,0.0,60
True,7632910813,True,1.61,0.48,1987572
True,1106920963,True,0.21,0.09,288510
False,1106920963,False,0.0,0.0,60
True,1106920963,False,0.04,0.0,18263
False,1106920963,True,0.09,0.03,1006
True,6747836167,False,0.24,0.0,109719
False,6747836167,False,0.0,0.0,59
True,6747836167,True,1.41,0.41,1757139
False,6747836167,True,0.96,0.24,152805
False,8247005671,False,0.0,0.0,62
True,8247005671,False,0.3,0.0,134024
True,8247005671,True,1.8,0.44,2147454
False,8247005671,True,2.07,0.28,518815
False,7723839544,False,0.0,0.0,62
True,7723839544,False,0.28,0.0,125541
False,7723839544,True,1.64,0.28,391087
True,7723839544,True,1.72,0.39,2011244
True,4254089874,True,0.96,0.2,1107886
False,4254089874,False,0.0,0.0,60
False,4254089874,True,0.34,0.15,2349
True,4254089874,False,0.15,0.0,69287
False,7795934279,True,1.7,0.29,408687
True,7795934279,True,1.72,0.41,2030014
False,7795934279,False,0.0,0.0,61
True,7795934279,False,0.28,0.0,119275
True,3477570911,False,0.12,0.0,56700
False,3477570911,False,0.0,0.0,58
False,3477570911,True,0.28,0.12,2352
True,3477570911,True,0.75,0.19,905717
True,3483684728,True,0.76,0.2,907306
True,3483684728,False,0.12,0.0,56797
False,3483684728,True,0.29,0.12,2309
False,3483684728,False,0.0,0.0,64
True,5420612725,False,0.2,0.0,88201
False,5420612725,False,0.0,0.0,62
True,5420612725,True,1.21,0.26,1411594
False,5420612725,True,0.45,0.18,3541
True,7138168227,False,0.26,0.0,116045
False,7138168227,True,1.22,0.26,248101
True,7138168227,True,1.52,0.43,1858765
False,7138168227,False,0.0,0.0,62
False,7478695387,False,0.0,0.0,62
False,7478695387,True,1.55,0.23,331750
True,7478695387,False,0.27,0.0,121567
True,7478695387,True,1.61,0.42,1947422
True,45761493,False,0.0,0.0,1059
False,45761493,False,0.0,0.0,61
True,45761493,True,0.01,0.0,12233
False,45761493,True,0.0,0.0,502
True,7110722025,False,0.26,0.0,115602
False,7110722025,True,1.19,0.26,241913
True,7110722025,True,1.52,0.4,1851618
False,7110722025,False,0.0,0.0,60
True,763809003,False,0.02,0.0,12702
False,763809003,True,0.06,0.02,534
False,763809003,False,0.0,0.0,59
True,763809003,True,0.14,0.06,199181
False,1205918024,False,0.0,0.0,59
True,1205918024,False,0.04,0.0,19870
False,1205918024,True,0.1,0.03,1161
True,1205918024,True,0.25,0.07,314285
True,9884898945,False,0.36,0.0,160576
False,9884898945,True,3.24,0.36,919204
False,9884898945,False,0.0,0.0,60
True,9884898945,True,2.19,0.47,2573883
True,5905084079,False,0.22,0.0,96056
True,5905084079,True,1.25,0.35,1537729
False,5905084079,False,0.0,0.0,59
False,5905084079,True,0.49,0.19,3776
True,6541129293,True,1.44,0.34,1703323
False,6541129293,True,0.82,0.22,102853
True,6541129293,False,0.23,0.0,106367
False,6541129293,False,0.0,0.0,60
